3.990371823310852051e-01 6.954324555583668577e-01
3.273179531097412109e-01 8.648675097936203704e-01
2.208487391471862793e-01 1.382759562596536318e+00
1.884284913539886475e-01 1.737306639648598106e+00
2.589329779148101807e-01 1.133264778556492880e+00
4.224907159805297852e-01 6.486773012002832184e-01
2.351452410221099854e-01 1.275704984327979963e+00
4.156372547149658203e-01 6.621664440577563759e-01
2.479427158832550049e-01 1.194516759003588113e+00
3.711171448230743408e-01 7.546735977454964717e-01
2.864187061786651611e-01 1.005892241076872029e+00
2.330576181411743164e-01 1.290139953630353942e+00
3.100310862064361572e-01 9.185627240175907593e-01
2.679283618927001953e-01 1.087932167852702969e+00
4.401353597640991211e-01 6.143055126285987821e-01
3.402825295925140381e-01 8.290548190953083152e-01
3.350262939929962158e-01 8.431740786611635619e-01
2.656628489494323730e-01 1.098979951072107442e+00
4.437483549118041992e-01 6.072991100535868325e-01
2.414880394935607910e-01 1.233987099279423960e+00
2.248540669679641724e-01 1.350697332470412793e+00
1.534742563962936401e-01 2.398430515198580526e+00
3.863168060779571533e-01 7.217688801922088615e-01
3.652515411376953125e-01 7.679168301512410144e-01
2.817504405975341797e-01 1.025350701406446685e+00
2.523045241832733154e-01 1.169365409916665266e+00
4.329919815063476562e-01 6.281786111488444346e-01
2.747905850410461426e-01 1.055869946026992023e+00
2.770996093750000000e-01 1.045530359158163058e+00
2.130582928657531738e-01 1.450727682407669361e+00
2.910896241664886475e-01 9.871753642652801863e-01
3.429480791091918945e-01 8.220844969909484323e-01
3.771043121814727783e-01 7.414907572385280865e-01
4.055846333503723145e-01 6.821901110365609089e-01
3.124495148658752441e-01 9.105818683169129013e-01
2.003134787082672119e-01 1.583091580518958486e+00
3.958101868629455566e-01 7.020304290373332590e-01
2.702048718929290771e-01 1.077067252408685061e+00
1.851083040237426758e-01 1.786518394258608922e+00
2.111643552780151367e-01 1.468550049991646400e+00
3.173332810401916504e-01 8.949516985038601380e-01
2.372464984655380249e-01 1.261538755704844084e+00
2.457791119813919067e-01 1.207433957857319440e+00
4.473880529403686523e-01 6.002429141345743124e-01
1.700080484151840210e-01 2.046449314894189353e+00
2.436274439096450806e-01 1.220589171281192264e+00
3.566758036613464355e-01 7.879578940226028561e-01
1.900956779718399048e-01 1.713643522411552711e+00
3.623636364936828613e-01 7.745699644556431895e-01
1.934535801410675049e-01 1.668054451604088051e+00
3.894499838352203369e-01 7.151955650953135679e-01
3.483574092388153076e-01 8.083014284880829514e-01
3.298650085926055908e-01 8.575615902341074959e-01
2.056380212306976318e-01 1.524089841917276145e+00
2.545026540756225586e-01 1.157121131354168941e+00
1.968548595905303955e-01 1.624601994691164508e+00
1.611074656248092651e-01 2.227318301948188584e+00
3.926144540309906006e-01 7.086171338663296293e-01
3.740953803062438965e-01 7.480764443699835509e-01
1.817941963672637939e-01 1.838465391570773599e+00
3.376421630382537842e-01 8.360831388895175742e-01
1.682721078395843506e-01 2.080135817865477410e+00
1.951479166746139526e-01 1.646073902241479647e+00
1.784702688455581665e-01 1.893441686625028542e+00
2.724923193454742432e-01 1.066381086337552020e+00
1.917701065540313721e-01 1.690568899486631693e+00
1.665164232254028320e-01 2.114993467551533168e+00
1.834514737129211426e-01 1.812132762037283129e+00
2.794192731380462646e-01 1.035358599568606319e+00
4.365497231483459473e-01 6.212644425496910427e-01
1.554351300001144409e-01 2.353064835587025616e+00
3.028559684753417969e-01 9.432376277518399466e-01
4.294625818729400635e-01 6.350503793706540057e-01
2.268817722797393799e-01 1.335122151856364958e+00
1.573592722415924072e-01 2.309498585238208612e+00
2.309841364622116089e-01 1.304850123602667722e+00
2.188724726438522339e-01 1.399260547609407102e+00
2.981271445751190186e-01 9.603583344614966544e-01
3.324341773986816406e-01 8.503319743760817673e-01
1.867666691541671753e-01 1.761587805918148231e+00
4.122557640075683594e-01 6.688662578030928341e-01
1.751200556755065918e-01 1.951782045846357949e+00
2.092972993850708008e-01 1.486707389090921705e+00
3.456394970417022705e-01 8.151681659727563201e-01
3.148832023143768311e-01 9.027133635261234135e-01
2.393609136343002319e-01 1.247634891423412773e+00
2.038428187370300293e-01 1.543348431204742965e+00
2.169147580862045288e-01 1.416083949905152517e+00
1.985761523246765137e-01 1.603615708917420113e+00
1.592492163181304932e-01 2.267617955629023463e+00
2.840850055217742920e-01 1.015524870572329430e+00
4.089047908782958984e-01 6.755398461769664964e-01
1.647386550903320312e-01 2.151091853070852711e+00
1.767995059490203857e-01 1.922168675924572412e+00
2.567121684551239014e-01 1.145089539764230668e+00
3.595052063465118408e-01 7.812490535481853016e-01
3.222867846488952637e-01 8.797274540974480139e-01
4.022953510284423828e-01 6.888200249005129727e-01
3.832148611545562744e-01 7.283403123173206595e-01
3.052355051040649414e-01 9.348846367571600480e-01
